Property Name,Tax Parcel,Property Type,Address,Gross Area (sq ft),Property Uses,Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",Onsite Renewable (kWh),ENERGY STAR Score
Old City Hall,302856000,Office,45 School Street ,114388,"Office, Restaurant",6723242.6,0.531,0.3225,0.1744,,,,,,80
55 Summer Street,304560000,Office,55 Summer Street,141961,"Office, Other, Retail Store",11079560.1,0.5888,0.4112,,,,,,,76
294 Washington Street,303907000,Office,294 Washington Street,225294,"Medical Office, Office",8824487.8,0.5426,0.582,0.3992,,,,,,91
343 Congress - BERDO,602694000,Office,343 Congress Street,124535,"Data Center, Office, Parking, Restaurant",10947466.1,0.8931,0.169,,,,,,,53
4 Liberty Square,303830000,Office,4 LIBERTY SQ,26250,"Office, Other - Restaurant/Bar",715769.4,1,,,,,,,,93
11 Beacon,302804000,Office,11 Beacon Street,146388,"Office, Other - Restaurant/Bar",7415477.2,0.3446,0.6554,,,,,,,90
Road Scholar,304511000,Office,11 Avenue de Lafayette,60000,Office,1463792.8,0.9993,0.7,,,,,,,97
52 Roland Street,202125000,Office,52 Roland Street,25690,Office,1362553,0.4928,0.572,,,,,,,77
South Bay Expansion: South Bay Expansion,703498010,Strip Mall,25 District Avenue,149416,Strip Mall,15685054.2,0.6928,0.372,,,,,,,
BC Margot Connell Recreation Center,2102473001,Fitness Center/Health Club/Gym,201 St Thomas More Rd,250000,"Fitness Center/Health Club/Gym, Heated Swimming Pool",22622100.4,0.5349,0.4651,,,,,,,
33 Gainsborough Street,402282000,College/University,33 Gainsborough Street,54000,College/University,3813751.3,0.1845,0.8155,,,,,,,
Jordan Hall,402246001,College/University,290 Huntington Ave,143000,College/University,10284807.4,0.2184,0.7816,,,,,,,
255 St. Botolph Street SLPC,402281000,College/University,255 St. Botolph Street,135000,College/University,9910278.4,0.418,0.5892,,,,,,,
241 St. Botolph,402281000,College/University,241 St. Botolph Street,60000,College/University,2605255,0.718,0.9282,,,,,,,
172-The Boxer (Bulfinch) Hotel,301676000,Hotel,107 Merrimac Street,41503,Hotel,3235249.7,0.3682,0.6318,,,,,,,87
255-The Envoy Hotel,602640010,Hotel,70 Sleeper Street,83701,Hotel,6447268.6,0.5965,0.435,,,,,,,76
045-HIESB,703436000,Hotel,69 R. Boston Street,58051,Hotel,4536761.1,0.5787,0.4213,,,,,,,77
046-CYMSB,703436001,Hotel,63 R. Boston Street,99213,Hotel,3962006.5,0.5838,0.4162,,,,,,,99
Beacon Exeter Apartments,503271000,Multifamily Housing,282 Beacon Street,36300,Multifamily Housing,2698355.2,0.184,0.816,,,,,,,
Boston Medical Center,0801067020 0801243000 0801254000 0801299000 0801301000 0801420000 0801420020,Hospital (General Medical & Surgical),One Boston Medical Center Place,3734803,"Hospital (General Medical & Surgical), Parking",629730971,0.2537,0.326,0.4437,,,,,,63
9 Channel Center,602750045,Office,9 Channel Center Street ,70167,Office,2455999,1,,,,,,,,72
660 Huntington Ave-College/University,1000037000,College/University,660 Huntington Ave,58315,College/University,2229527.3,0.623,0.9377,,,,,,,
1 Palace Rd-collegeUniversity,401836000,College/University,1 Palace Rd,110327,College/University,12493580.4,1,,,,,,,,
662 Huntington Ave-collegeUniversity,1000150000,College/University,662 Huntingtn Ave,51729,College/University,7208479.8,0.3657,0.6343,,,,,,,
179 Longwood Ave-collegeUniversity,401844000,College/University,179 Longwood Ave,347844,College/University,2899349.2,0.8671,0.1329,,,,,,,
St Joseph's Community Inc,903820000,Multifamily Housing,86 Crispus Attucks Pl,140932,Multifamily Housing,12714592.4,0.1799,0.821,,,,,,,60
Ames Building,302885000,Residence Hall/Dormitory,One Court Street,94800,Residence Hall/Dormitory,8045544,0.7698,0.232,,,,,,,28
20 Somerset Building,302782000,College/University,20 Somerset Street,103599,College/University,5961719.2,1,,,,,,,,
150 Tremont St,304860000,Residence Hall/Dormitory,150 Tremont,147336,Residence Hall/Dormitory,6430091.7,0.8221,0.1779,,,,,,,78
73 Tremont St,304675000,Office,73 Tremont St,374958,"Office, Other - Education, Parking",21471106.5,0.9228,0.772,,,,,,,73
Ridgeway Building,300087000,College/University,148 Cambridge Street,46790,College/University,3748929.8,0.4637,0.5363,,,,,,,
Boston College High School,1303401000,K-12 School,150 Morrissey Blvd,320000,K-12 School,26054427.2,0.2565,0.7435,,,,,,223867,37
381 Congress Street,602687000,Multifamily Housing,381 Congress St.,44010,"Multifamily Housing, Restaurant",3523817.4,0.6843,0.3157,,,,,,,2
1450 Commonwealth Ave,2101818000,Multifamily Housing,1450 Commonwealth Ave,24834,Multifamily Housing,408885.9,0.1682,0.8318,,,,,,,100
1615 Commonwealth Ave.,2101917000,Multifamily Housing,1615 Commonwealth Ave. ,30054,Multifamily Housing,1592066.4,0.369,0.59,,0.941,,,,,100
Doctors Office Building,801243000,Medical Office,720 Harrison Avenue,97289,Medical Office,15274621,0.344,,0.6596,,,,,,5
ONE Marina Park Drive,602671035,Office,ONE Marina Park Drive,657253,"Office, Parking, Restaurant",30214558,0.6758,0.3242,,,,,,,81
174 Forest Hills Street,1102969000,Worship Facility,174 Forest Hills Street,36894,Worship Facility,4645402.8,0.3312,0.6688,,,,,,,1
1315 Commonwealth Avenue,2101038000,Multifamily Housing,1315 Commonwealth Avenue,37182,Multifamily Housing,271393.9,1,,,,,,,,100
88 Broad Street,03983-000,Financial Office,88 Broad Street,63680,Financial Office,2996336.5,1,,,,,,,,69
180 NB - Glencoe Street,2202115000,Multifamily Housing,180 North Beacon Street,32955,Multifamily Housing,96341.2,1,,,,,,,,100
2 Park Plaza,500020000,Retail Store,2 Park Plaza,117000,"Office, Retail Store",781238.7,1,,,,,,,,100
2018 Commonwealth Avenue,2102462000,Multifamily Housing,2018 Commonwealth Avenue,19824,Multifamily Housing,257793.6,1,,,,,,,,100
25 Park Drive,504238000,Multifamily Housing,25 Park Drive,26150,Multifamily Housing,621137.5,1,,,,,,,,96
504 Beacon,503693000,Multifamily Housing,504 Beacon Street,41041,Multifamily Housing,373914.3,1,,,,,,,,100
64 Brighton Avenue,2100790000,Other,64 Brighton Avenue,16988,Other,452789.5,1,,,,,,,,
82 South Huntington,1001492000,Multifamily Housing,82 South Huntington Avenue,80000,Multifamily Housing,1008467.8,1,,,,,,,,100
881 Mass Ave,801014000,Multifamily Housing,881 Mass. Avenue,59746,Multifamily Housing,387490.6,1,,,,,,,,100
95 Mt Vernon,501731000,Other,95 Mt Vernon Street,11329,Other,102438.5,1,,,,,,,,
Hyde Park,1809108000,Other,1253-1263 Hyde Park Avenue,13758,Other,4735.9,1,,,,,,,,
145 Tremont,304824000,Office,144 Tremont Street,42007,Office,1296983.1,1,,,,,,,,86
Sherrill House,1001629000,Senior Living Community,135 South Huntington Avenue,187770,"Parking, Senior Living Community",11978280,0.3144,0.6856,,,,,,,91
200 State Street,303790002,Office,200 State Street,403702,"Financial Office, Office, Parking",23074926.4,1,,,,,,,,51
75-101 Federal Street,304199,Office,75-101 Federal Street,939341,"Bank Branch, Data Center, Office, Parking",50494015.3,0.9584,0.43,0.373,,,,,,71
440 McClellan LLC,101662000,Other,440 William F McClellan Highway,120582,"Non-Refrigerated Warehouse, Other",7224822.6,0.4852,0.5148,,,,,,,
20 Winthrop Square/ 77-93 Franklin Street/80 Arch Street,0304615000 0304617000  0304616000 ,Office,20 Winthrop Square/ 77-93 Franklin Street/80 Arch Street,118000,Office,6104451.8,0.5674,,0.4326,,,,,,
38-46 Summer Street,0304593000 0304594000 0304598000,Office,40 Summer Street ,40398,Office,1525407.2,0.7744,0.2256,,,,,,,84
420 Boylston Street aka 414-426 Boylston Street && 211 Berkeley Street,501157000,Office,420 Boylston Street,128641,Office,5976133,0.5416,0.4584,,,,,,,89
Park Lane,602680252,Multifamily Housing,One Park Lane,686666,"Multifamily Housing, Parking, Restaurant",17143727.5,0.4931,0.569,,,,,,,100
Hope House II Inc,800866010,Residential Care Facility,68-80 Hampden St,35000,Residential Care Facility,2859591,0.5193,0.487,,,,,,,
200 Portland St,301672000,Office,200 Portland St,97462,Office,5611238.1,0.4754,0.5246,,,,,,,82
77 N Washington St,301509000,Strip Mall,77 N Washington St,145453,Strip Mall,7871124.2,0.3943,0.657,,,,,,,
Edge Brainerd LLC,2101478000,Multifamily Housing,60 Brainerd Rd,64079,Multifamily Housing,2766785,0.4963,0.537,,,,,,,95
Element Brainerd LLC,2101528000,Multifamily Housing,65 Brainerd Rd,100003,Multifamily Housing,2155102.2,0.9311,0.689,,,,,,,100
STP LLC,304785000,Office,477 481 Washington Street,57306,"Office, Retail Store",Not Available,,,,,,,,,
STP LLC,304785000,Retail Store,477 481 Washington Street,171918,"Office, Retail Store",Not Available,,,,,,,,,
FOREST MILK LLC,304015000,Multifamily Housing,153 Milk Street,34748,"Multifamily Housing, Restaurant",Not Available,,,,,,,,,
CAMBRIA-SCOTIA COMPANY,401336000,Parking,50 Dalton Street,350540,Parking,Not Available,,,,,,,,,
184 HIGH STREET,304047000,Office,184 High Street,62141,"Office, Restaurant",Not Available,,,,,,,,,
9673R-BOSWF-Renaissance Boston Waterfront,602680100,Hotel,606 Congress Street,405633,Hotel,27610157.9,0.3853,0.6147,,,,,,,95
311NH-BOSDM-CY Boston Downtown,500065000,Hotel,275 Tremont Street,209999,Hotel,19439112,0.548,0.4952,,,,,,,47
60 State Street,303685000,Office,60 State Street,1034115,"Financial Office, Office, Parking, Restaurant",55356809.1,0.7246,0.74,0.2679,,,,,,71
699 Boylston St,501397000,Office,699 Boylston St,211351,"Bank Branch, Office, Other, Retail Store",10381391.8,1,,,,,,,,75
One Brigham Circle,1000649000,Mixed Use Property,1620 Tremont Street,372120,"Bank Branch, Medical Office, Office, Parking, Restaurant, Retail Store, Supermarket/Grocery Store",31058979.8,0.795,0.25,,,,,,,35
Landfall Community Associates II: 350 Meridian Street,103647000,Multifamily Housing,350 Meridian Street,41362,Multifamily Housing,3476470.6,0.2764,0.7236,,,,,,,49
Boston Center for the Arts,500818000/500819000,Performing Arts,539 Tremont St.,127619,Performing Arts,3399420.7,0.299,0.791,,,,,,,
"Cyclorama, Mills, BGMC, CMC (Parcel# 500818000)",500818000,Performing Arts,537-541 Tremont Street,83750,Performing Arts,1989781.6,0.372,0.6928,,,,,,,
"Artist Studios, Beehive & Banyan Resturants (Parcel# 500819000)",500819000,Other,549-551 Tremont St.,43869,Other,1409639.1,0.726,0.9274,,,,,,,
Hostelling International - Boston,304925000,Hotel,19 Stuart Street,65000,"Bank Branch, Hotel",6195896,0.3965,0.635,,,,,,,80
Asian Healthcare Foundation of Massachusetts,304325000,Office,145 South Street,42000,Office,2225056.7,0.6876,0.3124,,,,,,,92
Marketplace Lofts Limited Partnership,301309000,Multifamily Housing,10 Thacher Street,72600,Multifamily Housing,2579814.9,0.6254,0.3746,,,,,,,86
The Peninsula II,1303411010,Multifamily Housing,375 Mt Vernon St,162694,"Heated Swimming Pool, Multifamily Housing, Parking",9700941.2,0.1861,0.8139,,,,,,,84
The Peninsula I,1303412000,Multifamily Housing,401 Mt Vernon St,372217,"Multifamily Housing, Parking",16432120.2,0.2385,0.7615,,,,,,,90
,800090010,ACTIVITY/SOCIAL CENTER,650 DUDLEY ST,98000,,,,,,,,,,,
,402011020,ACTIVITY/SOCIAL CENTER,    SHORT ST,110000,,,,,,,,,,,
,100955000,ACTIVITY/SOCIAL CENTER,150 BYRON ST,55332,,,,,,,,,,,
,203510020,ADMINISTRATIVE BLDG,62 THIRTEENTH ST,40069,,,,,,,,,,,
,1001628000,ADMINISTRATIVE BLDG,125 S HUNTINGTON AV,51995,,,,,,,,,,,
,2100472000,Apartment,1047  COMMONWEALTH AV,105000,,,,,,,,,,,
,2100220000,Apartment,900  BEACON ST,36450,,,,,,,,,,,
,1801935000,Apartment Property / APT 100+ UNITS,80-20 FAIRLAWN AV,318600,,,,,,,,,,,
,1801980000,APT 100+ UNITS,785 -795 CUMMINS HW,50836,,,,,,,,,,,
,1903232000,APT 100+ UNITS,84 166 FAWNDALE RD,50370,,,,,,,,,,,
,2101529000,APT 100+ UNITS,75 BRAINERD RD,126650,,,,,,,,,,,
,1801104000,APT 31-99 UNITS,876 886 CUMMINS HW,43616,,,,,,,,,,,
,1600428000,APT 31-99 UNITS,5 15 VICTORY RD,50240,,,,,,,,,,,
,401400000,APT 31-99 UNITS,24 HAVILAND ST,25030,,,,,,,,,,,
,1301625000,APT 31-99 UNITS,200 HANCOCK ST,30800,,,,,,,,,,,
,603924002,APT 31-99 UNITS,902 E SECOND ST,61810,,,,,,,,,,,
,1905063000,APT 31-99 UNITS,253 261 HYDE PARK AV,32240,,,,,,,,,,,
,2100026000,APT 31-99 UNITS,219 223 PARK DR,32335,,,,,,,,,,,
,401515000,APT 31-99 UNITS,52 WESTLAND AV,32376,,,,,,,,,,,
,2100043000,APT 31-99 UNITS,133 PETERBOROUGH ST,33540,,,,,,,,,,,
,401517000,APT 31-99 UNITS,38 WESTLAND AV,39708,,,,,,,,,,,
,203512200,APT 31-99 UNITS,    SIXTH ST,59994,,,,,,,,,,,
,1704048010,APT 31-99 UNITS,40 RIVER ST,12698,,,,,,,,,,,
,1806881000,APT 31-99 UNITS,145 NAVARRE ST,18327,,,,,,,,,,,
,402245045,APT 31-99 UNITS,316 HUNTINGTON  AV,100961,,,,,,,,,,,
,2010637001,APT 31-99 UNITS,1459 1461 VFW PW,90390,,,,,,,,,,,
,504272000,APT 31-99 UNITS,111 PARK DR,32832,,,,,,,,,,,
,504241000,APT 31-99 UNITS,11 QUEENSBERRY ST,32628,,,,,,,,,,,
,601166030,APT 31-99 UNITS,63 MELCHER  ST,37200,,,,,,,,,,,
,401409000,APT 31-99 UNITS,41 43 EDGERLY RD,27402,,,,,,,,,,,
,504185000,APT 31-99 UNITS,1197 BOYLSTON ST,29682,,,,,,,,,,,
,504186000,APT 31-99 UNITS,1203 BOYLSTON ST,30241,,,,,,,,,,,
,604127000,APT 31-99 UNITS,740 E SEVENTH ST,31416,,,,,,,,,,,
,604128000,APT 31-99 UNITS,745 E SIXTH ST,32500,,,,,,,,,,,
,504187000,APT 31-99 UNITS,1209 BOYLSTON ST,33332,,,,,,,,,,,
,2102312000,APT 31-99 UNITS,1850 1848 COMMONWEALTH AV,62916,,,,,,,,,,,
,2101546000,APT 31-99 UNITS,11 ROYCE RD,37608,,,,,,,,,,,
,2101276000,APT 31-99 UNITS,91 99 GORDON ST,49784,,,,,,,,,,,
,2100653000,APT 31-99 UNITS,43 55 LINDEN ST,47424,,,,,,,,,,,
,1103286000,APT 31-99 UNITS,218 230 SOUTH ST,94254,,,,,,,,,,,
,2101825000,APT 31-99 UNITS,159 161 KELTON ST,26580,,,,,,,,,,,
,2100611000,APT 31-99 UNITS,31 35 GARDNER ST,27916,,,,,,,,,,,
,401673000,APT 31-99 UNITS,121 ST STEPHEN ST,30654,,,,,,,,,,,
,401721000,APT 31-99 UNITS,60 FENWAY ST,33882,,,,,,,,,,,
,601267000,APT 31-99 UNITS,154 158 W SECOND ST,126488,,,,,,,,,,,
,2101578000,APT 31-99 UNITS,1162 A1158 COMMONWEALTH AV,33732,,,,,,,,,,,
,2102098000,APT 31-99 UNITS,23 27 LANARK RD,34650,,,,,,,,,,,
,2102524000,APT 31-99 UNITS,5 3 LOTHIAN RD,30136,,,,,,,,,,,
,1001248000,APT 31-99 UNITS,25 SUNSET ST,42919,,,,,,,,,,,
,2101596000,APT 31-99 UNITS,1086 COMMONWEALTH AV,31530,,,,,,,,,,,
,602877000,APT 7-30 UNITS,11 DORCHESTER ST,42760,,,,,,,,,,,
,502640000,APT 7-30 UNITS,274 BEACON ST,55220,,,,,,,,,,,
,502532000,APT 7-30 UNITS,101 CHESTNUT ST,49744,,,,,,,,,,,
,2102548001,APT 7-30 UNITS,150 CHESTNUT HILL AV,35172,,,,,,,,,,,
,2100540000,APT 7-30 UNITS,80 GARDNER ST,35285,,,,,,,,,,,
,1901984000,APT 7-30 UNITS,16 14 LAKEVILLE RD,36020,,,,,,,,,,,
,502294000,APT 7-30 UNITS,81 BEACON ST,44432,,,,,,,,,,,
,501398002,APT 7-30 UNITS,180 NEWBURY ST,110980,,,,,,,,,,,
,2101072000,APT SUBSIDIZED HOUSING,10 LONG AV,64056,,,,,,,,,,,
,2101071000,APT SUBSIDIZED HOUSING,114 GLENVILLE AV,64056,,,,,,,,,,,
,1301082000,APT SUBSIDIZED HOUSING,12 ALEXANDER ST,75000,,,,,,,,,,,
,402378000,APT SUBSIDIZED HOUSING,11 7 BLACKWOOD ST,37485,,,,,,,,,,,
,304452000,APT SUBSIDIZED HOUSING,    PING ON ST/10 12 Oxford ,61634,,,,,,,,,,,
,1202982000,APT SUBSIDIZED HOUSING,14 4 ABBOTSFORD ST,36432,,,,,,,,,,,
,1811578000,APT SUBSIDIZED HOUSING,1332 1336 RIVER ST,40265,,,,,,,,,,,
,402366000,APT SUBSIDIZED HOUSING,4 24 ALBEMARLE ST,42024,,,,,,,,,,,
,1102906000,APT SUBSIDIZED HOUSING,107 137 FOREST HILLS ST,23328,,,,,,,,,,,
,1200500000,APT SUBSIDIZED HOUSING,55 73 KENSINGTON PK,7440,,,,,,,,,,,
,305478010,APT SUBSIDIZED HOUSING,    PINE ST,25158,,,,,,,,,,,
,1402922010,APT SUBSIDIZED HOUSING,112 114 BERNARD ST,10717,,,,,,,,,,,
,2101070000,APT SUBSIDIZED HOUSING,118 GLENVILLE AV,64056,,,,,,,,,,,
,1101913000,APT SUBSIDIZED HOUSING,241 WALNUT AV,26059,,,,,,,,,,,
,1202424000,APT SUBSIDIZED HOUSING,1 4 MAPLE CT,121944,,,,,,,,,,,
,203515525,APT SUBSIDIZED HOUSING,    NINTH ST,81000,,,,,,,,,,,
,1604087001,ATHLETIC FACILITY,540 GALLIVAN BL,66178,,,,,,,,,,,
,501135000,AUDITORIUM / SPORT CTR,130 COLUMBUS AV,54210,,,,,,,,,,,
,301925100,AUDITORIUM / SPORT CTR,    NASHUA ST,755000,,,,,,,,,,,
,503105000,AUDITORIUM / SPORT CTR,927 939 BOYLSTON ST,44728,,,,,,,,,,,
,401482000,AUDITORIUM / THEATER,301 315 MASSACHUSETTS AV,104460,,,,,,,,,,,
,203510050,BOST REDEVELOP AUTH,FIFTH AV,65072,,,,,,,,,,,
,800900020,BOST REDEVELOP AUTH,    MASSACHUSETTS AV,218709,,,,,,,,,,,
,800900150,BOST REDEVELOP AUTH,    ALBANY ST,116875,,,,,,,,,,,
,306560000,BOSTON HOUSING AUTH,32 60 PAUL SULLIVAN WY,79448,,,,,,,,,,,
,202565000,BOSTON HOUSING AUTH,    RUTHERFORD AV,36600,,,,,,,,,,,
,1400082000,CHARITABLE ORGANIZTN,    185 COLUMBIA RD,45864,,,,,,,,,,,
,300441001,CHARITABLE ORGANIZTN,317 325 CAMBRIDGE ST,45927,,,,,,,,,,,
,1000599000,CHARITABLE ORGANIZTN,35 39 PONTIAC ST,45000,,,,,,,,,,,
,401806000,CHARITABLE ORGANIZTN,230 FENWAY ST,116344,,,,,,,,,,,
,401796000,CHARITABLE ORGANIZTN,465 479 HUNTINGTON AV,1232512,,,,,,,,,,,
,2201909010,CHARITABLE ORGANIZTN,1 GUEST ST,137395,,,,,,,,,,,
,401483000,CHARITABLE ORGANIZTN,251 A-261 HUNTINGTON AV,45540,,,,,,,,,,,
,1102897010,CHARITABLE ORGANIZTN,3368 WASHINGTON ST,37718,,,,,,,,,,,
,2202497000,"CHURCH, SYNAGOGUE",    LEICESTER ST,65040,,,,,,,,,,,
,2202496000,"CHURCH, SYNAGOGUE",    ARLINGTON ST,37650,,,,,,,,,,,
,2201177000,"CHURCH, SYNAGOGUE",    HOLTON ST,46686,,,,,,,,,,,
,1700698000,"CHURCH, SYNAGOGUE",44 MOULTRIE ST,37630,,,,,,,,,,,
,401334000,"CHURCH, SYNAGOGUE",14 18 BELVIDERE ST,41431,,,,,,,,,,,
,306500000,"CHURCH, SYNAGOGUE",553 HARRISON AV,56464,,,,,,,,,,,
,1201580000,"CHURCH, SYNAGOGUE",    WALNUT AV,36255,,,,,,,,,,,
,401185000,"CHURCH, SYNAGOGUE",204 216 MASSACHUSETTS AV,287107,,,,,,,,,,,
,401162000,"CHURCH, SYNAGOGUE",93 105 FALMOUTH ST,121426,,,,,,,,,,,
,401150000,"CHURCH, SYNAGOGUE",101 -111 BELVIDERE ST,320875,,,,,,,,,,,
,801715000,"CHURCH, SYNAGOGUE",20 REED ST,38520,,,,,,,,,,,
,1100843000,CITY OF BOSTON,279 HIGHLAND ST,,,,,,,,,,,,
,801391022,CO-OP APARTMENT,45 E NEWTON ST,136588,,,,,,,,,,,
,801022030,COLD STORAGE WAREHOUSE,88 80 NEWMARKET SQ,52404,,,,,,,,,,,
,402236000,COLLEGE,360 -402 HUNTINGTON AV,825600,,,,,,,,,,,
,305253000,COLLEGE,116 HARRISON AV,54944,,,,,,,,,,,
,401847000,COLLEGE,264 -274 BROOKLINE AV,138460,,,,,,,,,,,
,2205268080,COLLEGE,197 FOSTER ST,85860,,,,,,,,,,,
,402248000,COLLEGE,10 GAINSBOROUGH ST,144222,,,,,,,,,,,
,402222010,COLLEGE,450 -510 PARKER ST,123120,,,,,,,,,,,
,402038000,COLLEGE,590 594 HUNTINGTON AV,135000,,,,,,,,,,,
,401676000,COLLEGE,341 345 HUNTINGTON AV,94680,,,,,,,,,,,
,305252000,COLLEGE,120 134 HARRISON AV,58275,,,,,,,,,,,
,801030020,COLLEGE,610 ALBANY  ST,495072,,,,,,,,,,,
,402129000,COLLEGE,416 HUNTINGTON AV,32514,,,,,,,,,,,
,402037001,COLLEGE,610 -620 HUNTINGTON AV,48820,,,,,,,,,,,
,401810000,COLLEGE,    EVANS WY,37405,,,,,,,,,,,
,1902456000,COLLEGE,420 414 POND ST,126968,,,,,,,,,,,
,401847015,COLLEGE,45 AVENUE LOUIS PASTEUR ,52212,,,,,,,,,,,
,1301339000,COM MULTI-USE,767 781 DUDLEY ST,55230,,,,,,,,,,,
,305265000,COM MULTI-USE,41 55 BEACH ST,33065,,,,,,,,,,,
,401398000,COM MULTI-USE,20 HEMENWAY ST,33436,,,,,,,,,,,
,304950000,COM MULTI-USE,37 31 BEACH ST,69768,,,,,,,,,,,
,304944000,COM MULTI-USE,692 686 WASHINGTON ST,44044,,,,,,,,,,,
,2100471000,COM MULTI-USE,1039 -1045 COMMONWEALTH AV,36796,,,,,,,,,,,
,103705000,COM MULTI-USE,102 140 CONDOR ST,57960,,,,,,,,,,,
,302811000,COM MULTI-USE,140 130 BOWDOIN ST,99947,,,,,,,,,,,
,401401000,COM MULTI-USE,20 22 HAVILAND ST,21784,,,,,,,,,,,
,2204704000,COM MULTI-USE,200 206 LAKE ST,164460,,,,,,,,,,,
,2100675010,COM MULTI-USE,334 362 CAMBRIDGE ST,53475,,,,,,,,,,,
,304797000,COM MULTI-USE,134 131 TREMONT ST,46729,,,,,,,,,,,
,1001850100,COM MULTI-USE,315 CENTRE ST,43792,,,,,,,,,,,
,2100465000,COM MULTI-USE,20 14 LINDEN ST,60000,,,,,,,,,,,
,303549000,COM MULTI-USE,79 - 85 ATLANTIC AV,71847,,,,,,,,,,,
,601166050,COM MULTI-USE,49 MELCHER ST,44184,,,,,,,,,,,
,1102534000,COM MULTI-USE,510 AMORY ST,64852,,,,,,,,,,,
,300660020,COMM CONDO,161 - 209 CAMBRIDGE ST,157187,,,,,,,,,,,
,901323200,CONDO MAIN,168 R CAMDEN ST,,,,,,,,,,,,
,2205081000,CONDO MAIN,1997 2003 COMMONWEALTH AV,67979,,,,,,,,,,,
,2204563000,CONDO MAIN,112 135 HUNTINGTON RD,38957,,,,,,,,,,,
,2203429010,CONDO MAIN,140 -188 NEWTON ST,64675,,,,,,,,,,,
,2102649000,CONDO MAIN,1691 COMMONWEALTH AV,,,,,,,,,,,,
,2102478000,CONDO MAIN,1945 1949 COMMONWEALTH AV,48655,,,,,,,,,,,
,2102467000,CONDO MAIN,1992 1982 COMMONWEALTH AV,45609,,,,,,,,,,,
,2102144000,CONDO MAIN,65 STRATHMORE RD,,,,,,,,,,,,
,2101992000,CONDO MAIN,25 39 MT HOOD RD,37293,,,,,,,,,,,
,2101294000,CONDO MAIN,533 CAMBRIDGE ST,42994,,,,,,,,,,,
,2100873000,CONDO MAIN,10 32A GLENVILLE AV,50865,,,,,,,,,,,
,2100044000,CONDO MAIN,137 PETERBOROUGH ST,,,,,,,,,,,,
,2011957010,CONDO MAIN,5170 WASHINGTON ST,56787,,,,,,,,,,,
,2009216001,CONDO MAIN,1210 1218 VFW PW,64587,,,,,,,,,,,
,2009063010,CONDO MAIN,990 - 1100 VFW PW,42234,,,,,,,,,,,
,2008448000,CONDO MAIN,293 297 TEMPLE ST,38106,,,,,,,,,,,
,2007504000,CONDO MAIN,923 -955 LAGRANGE ST,42621,,,,,,,,,,,
,2007013500,CONDO MAIN,44 BROADLAWN PK,126891,,,,,,,,,,,
,2002929000,CONDO MAIN,4925 WASHINGTON ST,59821,,,,,,,,,,,
,1902014000,CONDO MAIN,7 33 LAKEVILLE RD,93856,,,,,,,,,,,
,1812152050,CONDO MAIN,1 WESTINGHOUSE PZ,,,,,,,,,,,,
,1806810000,CONDO MAIN,800 790 HYDE PARK AV,54284,,,,,,,,,,,
,1103322000,CONDO MAIN,171 SOUTH ST,20854,,,,,,,,,,,
,1203393000,CONDO MAIN,135 TOWNSEND ST,22374,,,,,,,,,,,
,401530000,CONDO MAIN,23 27 ST STEPHEN ST,24000,,,,,,,,,,,
,1303045000,CONDO MAIN,950 DORCHESTER AV,,,,,,,,,,,,
,1302562000,CONDO MAIN,5 10 LINDA LA,45510,,,,,,,,,,,
,2102164000,CONDO MAIN,63 SUTHERLAND RD,24956,,,,,,,,,,,
,2000386000,CONDO MAIN,6 HAYES RD,25021,,,,,,,,,,,
,503698000,CONDO MAIN,520 BEACON ST,25181,,,,,,,,,,,
,2100543000,CONDO MAIN,89 97 CHESTER ST,25485,,,,,,,,,,,
,2010347000,CONDO MAIN,116 SPRING ST,25972,,,,,,,,,,,
,1103762000,CONDO MAIN,29 41 MORTON ST,40038,,,,,,,,,,,
,2202190000,CONDO MAIN,350 GLENCOE ST,26225,,,,,,,,,,,
,1101935020,CONDO MAIN,43243 ELMORE ST,38813,,,,,,,,,,,
,1807913000,CONDO MAIN,175 CLARE AV,26760,,,,,,,,,,,
,2100968000,CONDO MAIN,69 QUINT AV,26761,,,,,,,,,,,
,2102493000,CONDO MAIN,247 249 CHESTNUT HILL AV,26766,,,,,,,,,,,
,2101457000,CONDO MAIN,15 19 WALBRIDGE ST,26950,,,,,,,,,,,
,1100871010,CONDO MAIN,1542 R COLUMBUS AV,,,,,,,,,,,,
,1002301000,CONDO MAIN,319 -329A CENTRE ST,46846,,,,,,,,,,,
,1000319100,CONDO MAIN,80 - 82 FENWOOD RD,,,,,,,,,,,,
,1000319010,CONDO MAIN,80- 82 FENWOOD RD,,,,,,,,,,,,
,902416010,CONDO MAIN,10 WILLIAMS ST,42670,,,,,,,,,,,
,801361005,CONDO MAIN,725 -735 HARRISON AV,60865,,,,,,,,,,,
,1600656000,CONDO MAIN,60 GIBSON ST,30192,,,,,,,,,,,
,604420000,CONDO MAIN,1 33 LENNON CT,30194,,,,,,,,,,,
,801037000,CONDO MAIN,140 CUMMINGS ST,64267,,,,,,,,,,,
,1603872000,CONDO MAIN,48 COFFEY ST,30894,,,,,,,,,,,
,801592000,CONDO MAIN,687 - 697 MASSACHUSETTS AV,30934,,,,,,,,,,,
,603733010,CONDO MAIN,881 E FIRST ST,39568,,,,,,,,,,,
