Property Name,Tax Parcel,Property Type,Address,Gross Area (sq ft),Property Uses,Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",Onsite Renewable (kWh),ENERGY STAR Score
Bowdoin School: Bowdoin School,300213000,Multifamily Housing,45 Myrtle Street,35000,Multifamily Housing,3393147.5,0.272583366,0.188888429,,,,,,,10
Boylston - 1163 Boylston Street,504178000,Multifamily Housing,1163 Boylston St,174700,Multifamily Housing,21198687.5,0.124547239,0.864750089,,,,,,,52
"Boylston Street, LLC: 1197 Boylston Street",504185000,Multifamily Housing,1197 Boylston Street,29682,Multifamily Housing,1546082.1,0.02396166,0.264355043,,,,,,,
"Boylston Street, LLC: 1203 Boylston Street",504186000,Multifamily Housing,1203 Boylston Street,30241,Multifamily Housing,1877941.7,0.070720618,0.22173846,,,,,,,
"Boylston Street, LLC: 1209 Boylston Street",504187000,Multifamily Housing,1203 Boylston Street,33332,Multifamily Housing,1617617,0.03501343,0.28373484,,,,,,,
Boylston West (Van Ness),504322010,Mixed Use Property,1335 Boylston St,522748,"Multifamily Housing, Office, Other, Parking, Retail Store",47610503.7,0.541456953,0.412014211,,,,,,,
BPD Backup Tower,2000676000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",64 Bellevue Hill Rd,10200,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",117271.4,0.920868026,,,,,,,,
BPHC Southampton Street,801027012,Office,112 Southampton St,44719,Office,Not Available,,,,,,,,,
BRA / EDIC,302644000,Other,43 HAWKINS ST,23408,Other,4832045.3,0.260844743,0.716740176,,,,,,,
BRADLEY,102342000,K-12 School,110 Beachview Rd.,33128,K-12 School,2134130.4,0.181167044,0.803264833,,,,,,,69
Brandywyne Village,100534000,Multifamily Housing,88 Brandywyne Drive,873348,Multifamily Housing,29192412.3,0.03091353,0.966429992,,,,,,,
Brewery Lofts,1001480000,Multifamily Housing,251 Heath St Pub,86900,Multifamily Housing,5961424.2,0.362643536,0.606193567,,,,,,,56
Bright Hockey Center,2200533000,Ice/Curling Rink,67 North Harvard Street,131386,Ice/Curling Rink,Not Available,,,,,,,,,
Brighton Branch,2205472000,Library,40 Academy Rd,17208,Library,1889455.3,0.233822213,0.746084864,,,,,,,
BRIGHTON HS,2101837000,K-12 School,25 Warren St.,216213,K-12 School,9140543.2,0.252370723,0.725942382,,,,,,,89
Brighton Marine,2101829500,Medical Office,77 Warren Street,204504,Medical Office,18824303,0.307134486,0.659818704,,,,,,,
"Brighton Marine Health Center, Inc",2101838000,Other,77 Warren Street,215889,Other,Not Available,,,,,,,,,
Brighton Place Condominium,2101925000,Multifamily Housing,1625-1677 Commonwealth Avenue,270000,Multifamily Housing,19160896.5,0.041003871,0.955472564,,,,,,,93
Brighton-Allston Apartments,2204054000,Multifamily Housing,493 501 WASHINGTON ST,39006,Multifamily Housing,3421105.3,0.129811762,0.85903319,,,,,,,54
Broadlawn Commons Condominium Trust,2007013060,Multifamily Housing,50 Broadlawn Park,108260,Multifamily Housing,7625320.8,0.296793525,0.677702202,,,,,,,52
Broadluxe Condo Trust,304033010,Multifamily Housing,99 105 Broad St,45111,Multifamily Housing,3130475.1,0.37424875,0.593591113,,,,,,,40
Broadway Real Estate Trust,601948000,Office,423 W Broadway,53500,Office,7752052.7,0.742459726,0.193738724,,,,,,,
Brown Kaplan,1404266030,Multifamily Housing,27-33 Wilbert Rd,4814,"Multifamily Housing, Parking",358942.8,0.180207972,0.804306424,,,,,,,
Bruce C. Bolling Municipal Building,903139000,Office,2300 Washington St,184032,Office,7781184.7,0.92086741,,,,,,,,77
"Buildings 1, 2, 3 & 4 (Rollup)",401880000,College/University,650-665-677 Huntington Ave,534676,College/University,Not Available,,,,,,,,,
Bunker Hill Business Center,0202162075 0202162085,Non-Refrigerated Warehouse,440 Rutherford ,52944,"Non-Refrigerated Warehouse, Parking",Not Available,,,,,,,,,
Bunker Hill Mall - Reporting,202210000,Strip Mall,5-31 Austin Street,46457,"Parking, Strip Mall",8725532.9,0.451026773,0.51021529,,,,,,,
BURKE,1400737000,K-12 School,60 Washington St.,202304,K-12 School,19093804.9,0.24506845,0.733872173,,,,,,,25
Burroughs Wharf Condo 50 Battery Street,303040000,Multifamily Housing,50 Battery Street,49542,Multifamily Housing,4135801.8,0.663797922,0.279160186,,,,,,,1
Burroughs Wharf Condominium,303040000,Multifamily Housing,40 & 50 Battery Street,106921,Multifamily Housing,4554599.5,0.446248004,0.515404724,,,,,,,89
Butler Street,1703703000,Multifamily Housing,68 Butler Street,24000,Multifamily Housing,108555.6,0.92086676,,,,,,,,100
